Timestamp_Readable,Src_IP,Dst_IP,EventType,event_count,Details,Source
2021-05-10 06:30:00,172.16.128.113,10.13.1.1,Direct Attack,1,"BRUTE_FORCE - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-54.71504017379195)}",Anomaly Log
2021-05-10 06:35:00,172.16.128.113,10.13.1.1,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-57.49710023335122)}",Anomaly Log
2021-05-10 06:40:00,172.16.128.113,10.13.1.1,Direct Attack,1,"BRUTE_FORCE - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-64.76553026043909)}",Anomaly Log
2021-05-10 07:00:00,10.13.1.2,10.13.1.1,Collaborative Attack 1,1,Node 10.13.1.2:137 (Zombie) attacked 10.13.1.1:137 before a subsequent attack event on victim 10.13.1.1,Inferred Logic
2021-05-10 07:00:00,10.13.1.1,10.13.1.2,Direct Attack,1,"PORT_SCAN - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2653.4289286122)}",Anomaly Log
2021-05-10 07:05:00,10.13.1.1,10.13.1.2,Direct Attack,1,"BRUTE_FORCE - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(10000.0)}",Anomaly Log
2021-05-10 07:05:00,10.13.1.1,10.13.1.3,Direct Attack,2,"PORT_SCAN - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(10000.0)}",Anomaly Log
2021-05-10 07:05:00,10.13.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.13.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-82.26497191552016)}",Anomaly Log
2021-05-10 07:05:00,10.13.1.3,10.13.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.13.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-82.26497191552016)}",Anomaly Log
2021-05-10 07:05:00,10.13.1.2,10.13.1.255,Lateral Movement,1,Node 10.13.1.2:138 (victim/zombie) moved laterally to 10.13.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:10:00,10.13.1.1,10.13.1.3,Direct Attack,1,"PORT_SCAN - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1505.053221283362)}",Anomaly Log
2021-05-10 07:15:00,10.13.1.1,142.250.180.74,Direct Attack,1,"BRUTE_FORCE - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1610.5877324161029)}",Anomaly Log
2021-05-10 07:15:00,10.13.1.2,10.13.1.255,Lateral Movement,1,Node 10.13.1.2:138 (victim/zombie) moved laterally to 10.13.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:15:00,10.13.1.1,10.13.1.2,Lateral Movement,1,Node 10.13.1.1:58853 (victim/zombie) moved laterally to 10.13.1.2:8080 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:20:00,10.13.1.1,10.13.1.2,Direct Attack,2,"BRUTE_FORCE - {'host_ip': '10.13.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-72.19076407509407)}",Anomaly Log
2021-05-10 07:25:00,10.13.1.1,10.13.1.2,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2137.763581244809)}",Anomaly Log
2021-05-10 07:25:00,10.13.1.1,142.250.184.74,Direct Attack,1,"BRUTE_FORCE - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2137.763581244809)}",Anomaly Log
2021-05-10 07:25:00,10.13.1.1,142.250.180.106,Direct Attack,1,"BRUTE_FORCE - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2137.763581244809)}",Anomaly Log
2021-05-10 07:25:00,10.13.1.2,10.13.1.255,Lateral Movement,1,Node 10.13.1.2:138 (victim/zombie) moved laterally to 10.13.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:30:00,10.13.1.2,10.13.1.255,Lateral Movement,1,Node 10.13.1.2:137 (victim/zombie) moved laterally to 10.13.1.255:137 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:30:00,10.13.1.1,10.13.1.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2296.6929898546264)}",Anomaly Log
2021-05-10 07:30:00,10.13.1.1,142.250.184.74,Direct Attack,1,"BRUTE_FORCE - {'host_ip': '10.13.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2296.6929898546264)}",Anomaly Log
